schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
02M003,P.S. 3 Charrette School,"490 Hudson Street, Manhattan NY 10014",Manhattan,2,District School,212-691-1183,Lisa Siegman,LSiegma@schools.nyc.gov,ps3nyc.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M003FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"M11, M12, M14A, M14D, M20, M21, M5, M8, X1, X10, X10B, X12, X17, X27, X28, X7, X9",1 2 3 A B C D E F L M,,,,Students who qualify for Free and Reduced Lunch will have priority after all zoned students are admitted,,Contact program for time,,,,Not Accessible,54 Full-Day,Contact program,10014,40.732593,-74.006466,2,3,73,1009872,1005850041,West Village                                                               
02M006,P.S. 6 Lillie D. Blake,"45 East 81st Street, Manhattan NY 10028",Manhattan,2,District School,212-737-9774,Sanober Khan,skhan@ps6nyc.com,ps6nyc.com,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M006FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, BxM10, BxM11, BxM2, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M4, M72, M79, M86-SBS, M98",4 5 6,,,,,,,,,,Not Accessible,72 Full-Day,8:15am-2:35pm,10028,40.777455,-73.960713,8,4,142,1046668,1014930021,Upper East Side-Carnegie Hill                                              
02M011,P.S. 11 William T. Harris,"320 West 21st Street, Manhattan NY 10011",Manhattan,2,District School,212-929-1743,Robert Bender,RBender2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m011,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M011FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"M11, M12, M14A, M14D, M20, M23, M5, M7, X1, X17, X27, X28, X7",1 2 3 A C E F L M,,,,,,,,,,Not Accessible,18 Full-Day,Contact program,10011,40.744349,-74.000253,4,3,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square                                 
02M033,P.S. 33 Chelsea Prep,"281 Ninth Avenue, Manhattan NY 10001",Manhattan,2,District School,212-244-6426,Chingchien Wang,CWang@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m033,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M033FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"BxM2, M11, M12, M14A, M14D, M20, M23-SBS, M34-SBS, M34A-SBS, M4, M7, Q32, X17J, X22, X22A, X31",1 A C E,,,,,,Contact program for time,,,,Partially Accessible,36 Full-Day,Contact program,10001,40.748818,-73.999646,4,3,97,1012829,1007240023,Hudson Yards-Chelsea-Flatiron-Union Square                                 
02M040,P.S. 40 Augustus Saint-Gaudens,"319 East 19th Street, Manhattan NY 10003",Manhattan,2,District School,212-475-5500,Susan Felder,jknight3@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m040,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M040FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BxM7, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",4 5 6 L N Q R,,,,,,,,,,Not Accessible,36 Full-Day,8:20am-2:40pm,10003,40.735161,-73.982027,6,2,64,1020513,1009250012,Gramercy                                                                   
02M041,P.S. 41 Greenwich Village,"116 West 11th Street, Manhattan NY 10011",Manhattan,2,District School,212-675-2756,Kelly Shannon,KShanno@schools.nyc.gov,ps41.org,Contact program,Contact program,,Contact program,,Full-Day Program,,,02M041FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"M1, M11, M12, M14A, M14D, M2, M20, M3, M5, M7, M8, X1, X10, X10B, X12, X17, X27, X28, X7, X9",1 2 3 4 5 6 A B C D E F L M N Q R,,,,,Contact program for time,Contact program for time,,,,Not Accessible,36 Full-Day,Contact program,10011,40.735692,-73.999026,2,3,71,1010543,1006060049,West Village                                                               
02M042,P.S. 42 Benjamin Altman,"71 Hester Street, Manhattan NY 10002",Manhattan,2,District School,212-226-8410,May Lee,mlee4@schools.nyc.gov,www.ps42m.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M042FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,"B39, M103, M14A, M15, M15-SBS, M21, M22, M9",6 B D F J M N Q R Z,,,,,,5:30pm,,,,Not Accessible,54 Full-Day,8:20am-2:40pm,10002,40.715905,-73.990895,3,1,16,1003998,1003090001,Chinatown                                                                  
02M051,P.S. 51 Elias Howe,"525 West 44th Street, Manhattan NY 10036",Manhattan,2,District School,212-315-7160,Nancy Sing Bock,NBock@schools.nyc.gov,ps51manhattan.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M051FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"M104, M11, M12, M20, M31, M34A-SBS, M42, M50, X17J, X21, X22, X22A, X30, X31",A C E,,,,,,Contact program for time,,,,Fully Accessible,72 Full-Day,Contact program,10036,40.761479,-73.995823,4,3,129,1089418,1010730014,Clinton                                                                    
08X100,P.S. 100 Isaac Clason,"800 Taylor Avenue, Bronx NY 10473",Bronx,8,District School,718-842-1461,Chad Altman,caltman3@schools.nyc.gov,,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08X100FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,,x,,,x,,,,,,,,,"Bx27, Bx36, Bx39, Bx5, BxM8",,,,,,,,,,,Not Accessible,36 Full-Day,8am-2:20pm,10473,40.821409,-73.862976,9,18,42,2022550,2036410001,Soundview-Castle Hill-Clason Point-Harding Park                            
02M059,P.S. 059 Beekman Hill International,"231-249 East 56th Street, Manhattan NY 10022",Manhattan,2,District School,212-888-7870,Kathleen King,kking6@schools.nyc.gov,ps59.net,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,02M059FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BM5, BxM1, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M5, M50, M57, Q101, Q32, Q60, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM21, QM24, QM3, QM31, QM32, QM34, QM35, QM36, QM4, QM40, QM42, QM44, QM5, QM6, X10, X10B, X12, X14, X17, X17J, X2, X22, X22A, X27, X28, X30, X31, X37, X38, X42, X5, X63, X64, X68",4 5 6 E M N Q R,,,,,8:10am,,,,,Fully Accessible,18 Full-Day,8:45am-3:05pm,10022,40.75924,-73.967203,6,4,108,1088892,1013300013,Turtle Bay-East Midtown                                                    
02M089,P.S. 89,"201 Warren Street, Manhattan NY 10282",Manhattan,2,District School,212-571-5659,Connie Schraft,Cschraft@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m089,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M089FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BxM18, M103, M20, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X15, X17, X17A, X19, X27, X28, X3, X4, X7, X8, X9",1 2 3 4 5 A C E J R Z,,,,,,,,,,Fully Accessible,36 Full-Day,8:40am-3pm,10282,40.716668,-74.013542,1,1,31703,1085568,1000160220,Battery Park City-Lower Manhattan                                          
02M111,P.S. 111 Adolph S. Ochs,"440 West 53rd Street, Manhattan NY 10019",Manhattan,2,District School,212-582-7420,Zaida Cosme,zcosme@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m111,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M111FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,x,,,,x,,,x,,,,,,,,,"BxM2, M10, M104, M11, M12, M20, M31, M5, M50, M57, M7, X1, X12, X14, X30, X42, X7, X9",1 2 A B C D E N Q R,,,,,,4pm,,,,Not Accessible,54 Full-Day,8:20am-2:40pm,10019,40.765878,-73.988823,4,3,133,1026740,1010620003,Clinton                                                                    
02M116,P.S. 116 Mary Lindley Murray,"210 East 33rd Street, Manhattan NY 10016",Manhattan,2,District School,212-685-4366,Jane Hsu,vritter@ps116.org,ps116.org,Breakfast/Lunch,Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M116FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BM5, BxM1, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M23, M3, M34A-SBS, M34-SBS, M4, M42, M5, M9, Q32, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM21, QM24, QM3, QM4, QM5",4 5 6 7 S,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,10016,40.744838,-73.978116,6,2,70,1020080,1009130007,Murray Hill-Kips Bay                                                       
02M124,P.S. 124 Yung Wing,"40 Division Street, Manhattan NY 10002",Manhattan,2,District School,212-966-7237,Alice Hom,ahom2@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m124,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M124FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B39, BM1, BM2, BM3, BM4, BxM18, M103, M14A, M15, M15-SBS, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X11, X12, X14, X15, X17, X2, X27, X28, X42, X5, X8",4 5 6 B D F J M N Q R Z,,,,,8am,,,,,Partially Accessible,72 Full-Day,8:10am-2:30pm,10002,40.714201,-73.995087,3,1,16,1075787,1002890001,Chinatown                                                                  
02M126,P.S. 126 Jacob August Riis,"80 Catherine Street, Manhattan NY 10038",Manhattan,2,District School,212-962-2188,Jacqueline Getz,cromero3@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m126,Breakfast/Lunch,Indoor/Outdoor (Offsite) Playspace,,Contact program,,Full-Day Program,,,02M126FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"BM1, BM2, BM3, BM4, M103, M15, M15-SBS, M22, M9, QM11, QM25, QM7, QM8, X14, X15, X2, X42, X5, X8",4 5 6 F J Z,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,10038,40.710729,-73.996631,3,1,25,1083357,1001110160,Chinatown                                                                  
02M130,P.S. 130 Hernando De Soto,"143 Baxter Street, Manhattan NY 10013",Manhattan,2,District School,212-226-8072,Renny Fong,dchong@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m130,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,02M130FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B39, BxM18, M103, M15, M15-SBS, M20, M21, M22, M5, M9, X1, X10, X10B, X11, X12, X17, X17A, X19, X27, X28, X7, X9",1 4 5 6 A B C D E F J M N Q R Z,,,,,,,,,,Partially Accessible,36 Full-Day,Contact program,10013,40.718903,-73.998438,2,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy                                     
02M150,P.S. 150,"334 Greenwich Street, Manhattan NY 10013",Manhattan,2,District School,212-732-4392,Jennifer Bonnet,JBonnet@schools.nyc.gov,ps150.net,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M150FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"BM1, BM2, BM3, BM4, BxM18, M103, M20, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X15, X17, X17A, X19, X27, X28, X3, X4, X7, X8, X9",1 2 3 4 5 6 A C E J N Q R Z,,"Prioritizes students zoned to 02M089, 02M234, 02M276, 02M343, and 02M397",,,,,,,,Not Accessible,18 Full-Day,Contact program,10013,40.718219,-74.010519,1,1,39,1083240,1001420025,SoHo-TriBeCa-Civic Center-Little Italy                                     
02M151,Yorkville Community School,"421 East 88th Street, Manhattan NY 10128",Manhattan,2,District School,212-722-5240,Christie Falciani,mainoffice@yorkvillecommunityschool.org,yorkvillecommunityschool.org,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,02M151FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, BxM10, BxM6, BxM7, BxM8, BxM9, M101, M102, M103, M15, M15-SBS, M31, M79-SBS, M86-SBS, M96, M98",4 5 6,,,,,,6pm,,,,Not Accessible,36 Full-Day,Contact program,10128,40.777911,-73.947757,8,5,14402,1050618,1015680008,Yorkville                                                                  
02M158,P.S. 158 Bayard Taylor,"1458 York Avenue, Manhattan NY 10075",Manhattan,2,District School,212-744-6562,Dina Ercolano,DErcola@schools.nyc.gov,ps158.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M158FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, M101, M102, M103, M15, M15-SBS, M31, M66, M72, M79, M86-SBS, M98, Q102",,,,,,,Contact program for time,,,,Partially Accessible,72 Full-Day,Contact program,10075,40.770419,-73.951135,8,5,132,1046411,1014890001,Lenox Hill-Roosevelt Island                                                
02M183,P.S. 183 Robert L. Stevenson,"419 East 66th Street, Manhattan NY 10065",Manhattan,2,District School,212-734-7719,Tara Napoleoni,TDudek@schools.nyc.gov,ps183.org,Contact program,Contact program,,Contact program,,Full-Day Program,,,02M183FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, M101, M102, M103, M15, M15-SBS, M31, M57, M66, M72, M98, Q101, Q102, Q32, Q60",4 5 6 F N Q R,,,,,,Contact program for time,,,,Not Accessible,36 Full-Day,Contact program,10065,40.763736,-73.95815,8,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island                                                
02M198,P.S. 198 Isador E. Ida Straus,"1700 Third Avenue, Manhattan NY 10128",Manhattan,2,District School,212-289-3702,Danielle Santana,Dsantana10@schools.nyc.gov,ps198m.org/,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M198FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, BxM10, BxM11, BxM2, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M106, M15, M15-SBS, M2, M3, M31, M4, M86-SBS, M96, M98",4 5 6,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,10128,40.784826,-73.949611,8,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill                                              
02M212,P.S. 212 Midtown West,"328 West 48th Street, Manhattan NY 10036",Manhattan,2,District School,212-247-0208,Kathleen Loua,kloua@schools.nyc.gov,midtownwestschool.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M212FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"BxM2, M10, M104, M11, M12, M20, M31, M34A-SBS, M42, M5, M50, M57, M7, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM24, QM3, QM4, QM5, QM6, X1, X12, X14, X17J, X21, X22, X22A, X30, X31, X42, X7, X9",1 2 3 7 A B C D E F M N Q R S,,This is a non-zoned school,,,,6pm,,,,Not Accessible,36 Full-Day,8:40am-3pm,10036,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton                                                                    
02M217,P.S./I.S. 217 Roosevelt Island,"645 Main Street, Manhattan NY 10044",Manhattan,2,District School,212-980-0294,Lauraine Rademaker,lrademaker@schools.nyc.gov,schools.nyc.gov/schoolportals/02/m217,Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M217FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"M15, M31, M66, M72, M79, Q102, Q103, Q104",F,,,,,,,,,,Fully Accessible,36 Full-Day,8:25am-2:45pm,10044,40.763894,-73.947916,8,5,23802,1084848,1013730001,Lenox Hill-Roosevelt Island                                                
02M225,Ella Baker School,"317 East 67th Street, Manhattan NY 10065",Manhattan,2,District School,212-717-8809,Laura Garcia,LGarcia3@schools.nyc.gov,ellabakerschool.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,02M225FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"BxM1, BxM10, BxM11, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M57, M66, M72, M98, Q101, Q32, Q60, QM2, QM20, QM3",4 5 6 F N Q R,,This is a non-zoned school,,,,Contact program for time,,,,Partially Accessible,36 Full-Day,Contact program,10065,40.765359,-73.960059,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island                                                
02M281,The River School,"425 East 35th Street, Manhattan NY 10016",Manhattan,2,District School,212-251-6640,Jennifer Stark,riverready@ps281.org,ps281.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M281FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM5, BxM1, M101, M102, M103, M15, M15-SBS, M34A-SBS, M34-SBS, M42, M9, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM24, QM3, QM4, QM5, QM6, X2, X21, X5, X63, X64, X68",4 5 6 7 S,,,,,,5pm,,,,Fully Accessible,36 Full-Day,8:30am-2:50pm,10016,40.74428,-73.972591,6,4,8601,1089385,1009670002,Turtle Bay-East Midtown                                                    
02M290,P.S. 290 Manhattan New School,"311 East 82nd Street, Manhattan NY 10028",Manhattan,2,District School,212-734-7127,Doreen Esposito,desposi2@schools.nyc.gov,,Contact program,Contact program,,Contact program,,Full-Day Program,,,02M290FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"BxM1, BxM10, BxM11, BxM2, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M79-SBS, M86-SBS, M98",4 5 6,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,10028,40.775078,-73.953096,8,5,138,1049876,1015450005,Yorkville                                                                  
02M340,Sixth Avenue Elementary School,"590 Sixth Avenue, Manhattan NY 10011",Manhattan,2,District School,917-305-1000,Beth Segarra,ps340info@gmail.com,www.ps340.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,02M340FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BxM10, BxM6, BxM7, BxM8, BxM9, M1, M12, M14A, M14D, M2, M20, M23-SBS, M3, M55, M7, M8, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",1 2 3 4 5 6 A C E F L M N Q R,,,,,,6pm,,,,Fully Accessible,72 Full-Day,8:20am-2:40pm,10011,40.739178,-73.9955,5,3,54,1068261,1008187501,Hudson Yards-Chelsea-Flatiron-Union Square                                 
02M343,The Peck Slip School,"1 Peck Slip, Manhattan NY 10038",Manhattan,2,District School,212-312-6260,Margaret Siena,dhgreene@schools.nyc.gov,peckslip.org,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,02M343FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"BM1, BM2, BM3, BM4, BxM18, M103, M15, M15-SBS, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X4, X42, X5, X8",1 2 3 4 5 6 A C E J R Z,,,,,,,,,,Fully Accessible,36 Full-Day,8:15am-2:35pm,10038,40.708766,-74.002406,1,1,1501,1001363,1001060009,Battery Park City-Lower Manhattan                                          
08X069,P.S. 69 Journey Prep School,"560 Thieriot Avenue, Bronx NY 10473",Bronx,8,District School,718-378-4736,Sheila Durant,sdurant@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x069,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,08X069FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"Bx27, Bx36, Bx39, Bx5",,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,10473,40.816693,-73.860904,9,18,16,2021482,2035240020,Soundview-Castle Hill-Clason Point-Harding Park                            
